Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ACRE,Ares Commercial Real Estate Corporation,13.95,$398.95M,2012,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/acre
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",15.93,$365.79M,2012,n/a,n/a,https://www.nasdaq.com/symbol/ardc
ARES,Ares Management L.P.,21.5,$4.68B,2014,Finance,Investment Managers,https://www.nasdaq.com/symbol/ares
ARES^A,Ares Management L.P.,26.89,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ares^a
AGX,"Argan, Inc.",38.25,$595.5M,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/agx
ARGD,"Argo Group International Holdings, Ltd.",25.325,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/argd
ARGO,"Argo Group International Holdings, Ltd.",61,$2.07B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/argo
ANET,"Arista Networks, Inc.",268.39,$19.97B,2014,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/anet
AI,Arlington Asset Investment Corp,10.06,$283.1M,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/ai
AI^B,Arlington Asset Investment Corp,24.59,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ai^b
AIC,Arlington Asset Investment Corp,24.08,n/a,2015,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/aic
AIW,Arlington Asset Investment Corp,24.1,n/a,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/aiw
AHH,"Armada Hoffler Properties, Inc.",15.06,$681.27M,2013,Finance,Real Estate,https://www.nasdaq.com/symbol/ahh
ARR,"ARMOUR Residential REIT, Inc.",22.93,$961.41M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/arr
ARR^A,"ARMOUR Residential REIT, Inc.",25.4803,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arr^a
ARR^B,"ARMOUR Residential REIT, Inc.",24.94,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arr^b
AFI,"Armstrong Flooring, Inc.",13.72,$353.38M,2016,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/afi
AWI,Armstrong World Industries Inc,66.8,$3.46B,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/awi
ARW,"Arrow Electronics, Inc.",76.19,$6.68B,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/arw
AJG,Arthur J. Gallagher & Co.,70.79,$12.9B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ajg
APAM,Artisan Partners Asset Management Inc.,32.15,$2.48B,2013,Finance,Investment Managers,https://www.nasdaq.com/symbol/apam
ASA,ASA Gold and Precious Metals Limited,9.87,$190.39M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asa
ABG,Asbury Automotive Group Inc,69.35,$1.43B,2002,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/abg
ASX,"ASE Technology Holding Co., Ltd.",4.55,$9.65B,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/asx
ASGN,ASGN Incorporated,85.05,$4.45B,1992,Technology,Professional Services,https://www.nasdaq.com/symbol/asgn
AHT,Ashford Hospitality Trust Inc,8.26,$814.74M,2003,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aht
AHT^D,Ashford Hospitality Trust Inc,25.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^d
AHT^F,Ashford Hospitality Trust Inc,24.2095,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^f
AHT^G,Ashford Hospitality Trust Inc,24.15,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^g
AHT^H,Ashford Hospitality Trust Inc,24.35,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^h
AHT^I,Ashford Hospitality Trust Inc,24.4199,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^i
ASH,Ashland Global Holdings Inc.,82.45,$5.15B,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/ash
APB,"Asia Pacific Fund, Inc. (The)",13.3491,$138.08M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/apb
ASPN,"Aspen Aerogels, Inc.",5.01,$119.65M,2014,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/aspn
AHL,Aspen Insurance Holdings Limited,40.8,$2.43B,2003,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ahl
AHL^C,Aspen Insurance Holdings Limited,25.86,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahl^c
AHL^D,Aspen Insurance Holdings Limited,24.99,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahl^d
ASB,Associated Banc-Corp,28.35,$4.92B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asb
ASB^C,Associated Banc-Corp,26.03,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^c
ASB^D,Associated Banc-Corp,25.01,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^d
AC,"Associated Capital Group, Inc.",38.6,$891.94M,2015,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ac
AIZ,"Assurant, Inc.",107.45,$6.78B,2004,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aiz
AIZP,"Assurant, Inc.",115.66,n/a,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aizp
AGO,Assured Guaranty Ltd.,36.88,$4.14B,2004,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ago
AGO^B,Assured Guaranty Ltd.,25.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^b
AGO^E,Assured Guaranty Ltd.,25.4061,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^e
AGO^F,Assured Guaranty Ltd.,24.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^f
AZN,Astrazeneca PLC,37.16,$94.14B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azn
HOME,At Home Group Inc.,37.61,$2.36B,2016,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/home
T,AT&T Inc.,31,$227.12B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/t
TBB,AT&T Inc.,25.05,n/a,2017,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tbb
ATTO,Atento S.A.,5.9,$436.06M,2014,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atto
ATH,Athene Holding Ltd.,44.66,$8.92B,2016,Finance,Life Insurance,https://www.nasdaq.com/symbol/ath
ATKR,Atkore International Group Inc.,23,$1.07B,2016,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/atkr
AT,Atlantic Power Corporation,2.15,$241.79M,n/a,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/at
ATO,Atmos Energy Corporation,90.82,$10.09B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/ato
AUO,AU Optronics Corp,4.11,$3.96B,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/auo
ATHM,Autohome Inc.,101.26,$11.86B,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/athm
ALV,"Autoliv, Inc.",104.55,$9.11B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alv
AN,"AutoNation, Inc.",48.89,$4.44B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/an
AZO,"AutoZone, Inc.",714.78,$18.9B,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/azo
AVLR,"Avalara, Inc.",42.26,$2.75B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avlr
AVB,"AvalonBay Communities, Inc.",170.35,$23.54B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/avb
AGR,"Avangrid, Inc.",52.27,$16.15B,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/agr
AVNS,"Avanos Medical, Inc.",57.47,$2.7B,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/avns
AVYA,Avaya Holdings Corp.,20.97,$2.3B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/avya
AVY,Avery Dennison Corporation,102.96,$9.06B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/avy
AVH,Avianca Holdings S.A.,6.68,$832.48M,2013,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/avh
AVA,Avista Corporation,50.35,$3.31B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ava
AVP,"Avon Products, Inc.",1.46,$644.85M,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/avp
AVX,AVX Corporation,17.87,$3.01B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/avx
EQH,"AXA Equitable Holdings, Inc.",21.5,$12.06B,2018,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/eqh
AXTA,Axalta Coating Systems Ltd.,30.01,$7.36B,2014,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/axta
AXS,Axis Capital Holdings Limited,57.99,$4.84B,2003,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/axs
AXS^D,Axis Capital Holdings Limited,24.99,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^d
AXS^E,Axis Capital Holdings Limited,24.75,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^e
AZUL,Azul S.A.,19.47,$2.18B,2017,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/azul
AZRE,Azure Power Global Limited,14.33,$372.54M,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/azre
AZZ,AZZ Inc.,54.8,$1.43B,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/azz
BGS,"B&G Foods, Inc.",30.75,$2.05B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/bgs
BW,Babcock,2.31,$389.55M,2015,Capital Goods,Building Products,https://www.nasdaq.com/symbol/bw
BGH,Babson Global Short Duration High Yield Fund,18.67,$374.48M,2012,n/a,n/a,https://www.nasdaq.com/symbol/bgh
BMI,"Badger Meter, Inc.",52.55,$1.53B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bmi
BHGE,"Baker Hughes, a GE company",32.5,$36.17B,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/bhge
BBN,BalckRock Taxable Municipal Bond Trust,21.9,$1.25B,2010,n/a,n/a,https://www.nasdaq.com/symbol/bbn
BLL,Ball Corporation,37.88,$13.23B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/bll
BANC,"Banc of California, Inc.",19.4,$981.53M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banc
BANC^C,"Banc of California, Inc.",26.12,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^c
BANC^D,"Banc of California, Inc.",26.23,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^d
BANC^E,"Banc of California, Inc.",26.35,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^e
BBVA,Banco Bilbao Viscaya Argentaria S.A.,7.02,$46.81B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bbva
BBD,Banco Bradesco Sa,7.98,$58.76B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbd
BBDO,Banco Bradesco Sa,7.23,$50.81B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbdo
BCH,Banco De Chile,91.06,$15.09B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bch
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",24.32,$961.75M,1992,Finance,Commercial Banks,https://www.nasdaq.com/symbol/blx
BSMX,"Banco Santander (M?xico), S.A., Instituci?n de Ban",7.96,$10.8B,2012,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsmx
BSBR,Banco Santander Brasil SA,8.76,$65.61B,2009,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsbr
BSAC,Banco Santander Chile,31.69,$14.93B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsac
SAN,"Banco Santander, S.A.",5.47,$88.26B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/san
SAN^B,"Banco Santander, S.A.",23.76,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/san^b
CIB,BanColombia S.A.,47.59,$11.44B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/cib
BXS,BancorpSouth Bank,34.35,$3.4B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bxs
BAC,Bank of America Corporation,30.75,$307.89B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac
BAC.WS.A,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac.ws.a
BAC.WS.B,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac.ws.b
BAC^A,Bank of America Corporation,26,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^a
BAC^B,Bank of America Corporation,26.03,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^b
BAC^C,Bank of America Corporation,26.09,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^c
BAC^D,Bank of America Corporation,25.48,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^d
BAC^E,Bank of America Corporation,24.1985,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^e
BAC^L,Bank of America Corporation,1267.926,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^l
BAC^W,Bank of America Corporation,26.15,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^w
BAC^Y,Bank of America Corporation,26.1399,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^y
BML^G,Bank of America Corporation,22.1742,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,22.47,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^h
BML^I,Bank of America Corporation,25.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^i
BML^J,Bank of America Corporation,24.315,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,23.93,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^l
BOH,Bank of Hawaii Corporation,84.66,$3.58B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boh
BMO,Bank Of Montreal,79.12,$50.69B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmo
NTB,Bank of N.T. Butterfield & Son Limited (The),48.44,$2.67B,2016,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ntb
BK,Bank Of New York Mellon Corporation (The),53.25,$53.25B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bk
BK^C,Bank Of New York Mellon Corporation (The),25.41,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bk^c
BNS,Bank of Nova Scotia (The),57.81,$71.25B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bns
BKU,"BankUnited, Inc.",39.98,$4.24B,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bku
BCS,Barclays PLC,10,$42.78B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bcs
BCS^D,Barclays PLC,26.54,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bcs^d
MCI,Barings Corporate Investors,15.31,$305.82M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mci
MPV,Barings Participation Investors,14.7,$154M,1988,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/mpv
BNED,"Barnes & Noble Education, Inc",5.28,$247.72M,2015,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bned
BKS,"Barnes & Noble, Inc.",5.65,$411.28M,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bks
B,"Barnes Group, Inc.",61.25,$3.22B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/b
ABX,Barrick Gold Corporation,11.81,$13.78B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/abx
BAS,"Basic Energy Services, Inc.",10.48,$276.91M,2005,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/bas
BHC,Bausch Health Companies Inc.,22.67,$7.91B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bhc
BAX,Baxter International Inc.,74.94,$40.13B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bax
BTE,Baytex Energy Corp,3.23,$764.15M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bte
BBT,BB&T Corporation,50.75,$39.3B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbt
BBT^D,BB&T Corporation,25.98,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^d
BBT^E,BB&T Corporation,25.665,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^e
BBT^F,BB&T Corporation,25.111,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^f
BBT^G,BB&T Corporation,25.0865,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^g
BBT^H,BB&T Corporation,26.65,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^h
BFR,BBVA Banco Frances S.A.,13.4,$2.74B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bfr
BBX,BBX Capital Corporation,8.94,$869.03M,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/bbx
BCE,"BCE, Inc.",41.98,$37.7B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/bce
BZH,"Beazer Homes USA, Inc.",14.86,$499.71M,1994,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/bzh
BDX,"Becton, Dickinson and Company",248.21,$66.32B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdx
BDXA,"Becton, Dickinson and Company",62.73,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdxa
BDC,Belden Inc,62.62,$2.55B,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/bdc
BDC^B,Belden Inc,85.94,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bdc^b
BXE,Bellatrix Exploration Ltd,0.965,$59.52M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bxe
BEL,Belmond Ltd.,11.3,$1.16B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/bel
BMS,"Bemis Company, Inc.",42.63,$3.88B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/bms
BHE,"Benchmark Electronics, Inc.",29.6,$1.41B,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brk.b
BHLB,"Berkshire Hills Bancorp, Inc.",41.9,$1.9B,n/a,Finance,Banks,https://www.nasdaq.com/symbol/bhlb
BERY,"Berry Global Group, Inc.",48.33,$6.37B,2012,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/bery
BBY,"Best Buy Co., Inc.",76.4,$21.35B,n/a,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/bby
BSTI,BEST Inc.,10.1,$3.9B,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/bsti
BGCA,"BGC Partners, Inc.",25.581,n/a,2012,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/bgca
BHP,BHP Billiton Limited,48.23,$128.38B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/bhp
BBL,BHP Billiton plc,42.61,$113.42B,n/a,Energy,Coal Mining,https://www.nasdaq.com/symbol/bbl
BIG,"Big Lots, Inc.",43.59,$1.76B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/big
BH,Biglari Holdings Inc.,188.15,$389.04M,2018,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/bh
BH.A,Biglari Holdings Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bh.a
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,36.27,$1.45B,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bhvn
BIO,"Bio-Rad Laboratories, Inc.",308.12,$9.18B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/bio
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bio.b
BITA,Bitauto Holdings Limited,23.88,$1.7B,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/bita
BJ,"BJ&#39;s Wholesale Club Holdings, Inc.",26,$3.28B,2018,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/bj
BKH,Black Hills Corporation,60.39,$3.24B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/bkh
BKHU,Black Hills Corporation,64.4386,n/a,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/bkhu
BKI,"Black Knight, Inc.",55.75,$8.33B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bki
BSM,"Black Stone Minerals, L.P.",17.22,$3.47B,2015,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bsm
BB,BlackBerry Limited,10.39,$5.58B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bb
BGIO,BlackRock 2022 Global Income Opportunity Trust,8.93,$197.61M,2017,n/a,n/a,https://www.nasdaq.com/symbol/bgio
BJZ,Blackrock California Municipal 2018 Term Trust,14.84,$95.47M,2001,n/a,n/a,https://www.nasdaq.com/symbol/bjz
BFZ,BlackRock California Municipal Income Trust,12.94,$412.82M,2001,n/a,n/a,https://www.nasdaq.com/symbol/bfz
CII,Blackrock Capital and Income Strategies Fund Inc,16.68,$735.94M,2004,n/a,n/a,https://www.nasdaq.com/symbol/cii
BHK,Blackrock Core Bond Trust,12.77,$688.75M,2001,n/a,n/a,https://www.nasdaq.com/symbol/bhk
HYT,"Blackrock Corporate High Yield Fund, Inc.",10.5,$1.32B,2003,n/a,n/a,https://www.nasdaq.com/symbol/hyt
BTZ,BlackRock Credit Allocation Income Trust,12.11,$1.29B,2006,n/a,n/a,https://www.nasdaq.com/symbol/btz
DSU,"Blackrock Debt Strategies Fund, Inc.",11.19,$592.09M,1998,n/a,n/a,https://www.nasdaq.com/symbol/dsu
BGR,BlackRock Energy and Resources Trust,15.23,$454.24M,2004,n/a,n/a,https://www.nasdaq.com/symbol/bgr
BDJ,Blackrock Enhanced Equity Dividend Trust,9.26,$1.74B,2005,n/a,n/a,https://www.nasdaq.com/symbol/bdj
EGF,"Blackrock Enhanced Government Fund, Inc",12.8698,$75.23M,2005,n/a,n/a,https://www.nasdaq.com/symbol/egf
FRA,Blackrock Floating Rate Income Strategies Fund Inc,13.76,$512.32M,2003,n/a,n/a,https://www.nasdaq.com/symbol/fra
BFO,Blackrock Florida Municipal 2020 Term Trust,14.3144,$79.62M,2003,n/a,n/a,https://www.nasdaq.com/symbol/bfo
BGT,Blackrock Global,13.16,$311.46M,2004,n/a,n/a,https://www.nasdaq.com/symbol/bgt
BOE,Blackrock Global,11.16,$769.06M,2005,n/a,n/a,https://www.nasdaq.com/symbol/boe
